Column 1,Column 2,Column 3,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
20,0,183083,10,5,0,4,5,1,0,0,20,39,0
47,6,159869,9,3,5,1,5,2,0,0,56,39,1
46,4,102542,4,5,8,4,5,2,0,0,52,39,0
28,4,297742,10,5,7,4,5,1,0,0,40,39,0
45,4,176917,9,5,6,3,5,2,0,0,40,39,0
26,4,165235,13,5,1,4,2,1,0,0,40,37,0
32,6,52647,6,3,4,1,5,2,0,0,45,39,0
30,2,48542,8,3,1,6,5,1,0,0,40,39,0
59,4,279232,6,3,14,1,5,2,0,0,40,33,0
58,7,259929,16,5,4,2,5,1,0,0,43,39,1
45,4,221780,10,1,6,2,5,2,0,0,30,39,0
76,6,253408,10,7,14,2,5,2,0,0,40,39,0
38,4,298841,9,1,1,4,5,1,0,0,40,39,0
32,4,321313,14,5,12,4,3,2,0,0,40,39,0
38,6,64875,9,1,5,2,5,2,0,0,50,39,0
30,4,275232,12,5,10,5,3,1,0,0,36,39,0
53,5,134854,11,3,4,1,5,2,0,0,40,12,1
41,4,67339,13,3,7,1,5,2,0,0,40,0,0
27,7,192355,13,5,10,2,5,2,0,0,50,39,0
44,2,208528,12,3,5,1,5,2,0,0,30,39,0
35,4,160120,14,3,4,1,2,2,0,0,50,39,1
36,4,250238,2,5,8,3,4,1,0,0,40,8,0
51,4,25031,10,3,4,6,5,1,0,0,10,39,1
42,2,255847,9,3,14,1,5,2,0,0,40,39,0
40,6,26892,13,2,10,1,5,2,7298,0,50,39,1
45,4,111979,9,3,6,1,5,2,0,0,40,39,0
55,4,408537,5,1,3,5,5,1,99999,0,37,39,1
36,4,231037,4,3,7,1,5,2,0,0,40,39,0
57,1,30030,9,3,3,1,3,2,0,0,40,39,1
27,4,292120,9,1,13,2,5,1,0,0,45,39,0
62,4,138253,14,5,6,2,5,2,4650,0,40,39,0
29,4,190777,13,3,12,1,5,2,0,0,55,39,0
38,6,41591,13,5,3,2,1,2,0,0,30,39,0
29,4,186733,9,3,3,1,5,2,0,0,50,39,0
18,0,78567,10,5,0,4,5,2,0,0,30,39,0
19,0,140590,8,5,0,4,3,2,0,0,30,39,0
32,2,230912,14,5,10,2,5,1,4865,0,40,39,0
34,4,176185,13,5,4,2,5,2,0,1741,40,39,0
25,4,182227,12,5,10,2,5,2,0,0,55,39,0
34,2,205704,14,5,10,2,5,2,0,0,35,39,0
37,7,24342,10,3,4,1,5,2,0,0,38,39,0
37,4,138192,9,3,3,1,5,2,0,0,45,39,0
18,4,334676,9,5,6,4,5,2,0,0,25,39,0
24,4,177526,11,5,3,4,5,2,0,0,40,39,0
17,4,152696,8,5,8,4,5,1,0,0,30,39,0
35,4,114765,13,1,12,2,5,1,0,0,40,39,0
31,4,265509,11,6,13,5,3,1,0,0,32,39,0
29,4,180758,12,5,3,2,5,2,0,0,60,39,0
49,6,127921,9,3,3,1,5,2,0,0,40,39,0
71,0,177906,13,3,0,1,5,2,0,0,10,39,1
35,1,182898,9,3,1,1,5,2,0,0,40,39,0
55,6,422249,9,3,3,1,5,2,0,0,50,39,0
37,4,222450,3,3,7,1,5,2,0,0,40,26,0
33,2,190027,10,5,1,5,3,1,0,0,18,39,0
49,4,281647,13,3,12,1,5,2,0,0,45,39,1
32,4,117963,9,3,6,1,5,2,0,0,45,39,0
63,0,319121,7,6,0,2,3,2,0,0,40,39,0
39,4,225504,14,5,10,2,5,2,0,0,40,39,0
42,2,104334,9,3,5,1,5,2,0,0,40,8,0
30,7,48214,14,3,10,6,5,1,0,0,50,39,1
30,4,145714,11,5,10,2,5,2,0,0,40,39,0
48,5,38240,9,3,5,1,5,2,0,0,40,39,1
57,6,27385,13,3,12,1,5,2,0,0,10,39,0
56,4,204254,6,1,8,5,3,1,0,0,45,39,0
28,4,411587,10,5,11,4,5,2,0,0,40,16,0
43,4,221172,13,3,13,1,5,2,0,0,24,39,1
46,4,54190,9,3,3,1,5,2,0,0,60,39,0
60,4,93997,13,3,4,1,5,2,15024,0,45,39,1
50,2,24139,14,1,10,5,5,1,0,0,65,39,0
37,4,112497,15,3,10,1,5,2,0,0,50,39,1
41,4,138907,9,1,9,3,3,1,0,0,40,39,0
38,4,186325,10,3,4,6,5,1,0,0,38,39,1
23,4,199452,10,5,8,4,5,1,0,0,40,39,0
59,4,126677,10,3,4,1,5,2,0,0,50,39,1
72,4,107814,14,5,10,2,5,2,2329,0,60,39,0
47,2,93618,10,1,1,2,5,1,0,0,33,39,0
29,4,353352,11,5,3,3,5,2,0,0,40,39,0
35,4,143058,13,3,10,1,5,2,0,0,60,39,0
24,4,239663,10,3,1,1,5,2,0,0,15,39,0
22,4,167615,9,5,12,5,5,1,0,0,40,39,0
24,4,442274,9,5,4,4,5,2,0,0,40,39,0
42,4,149210,13,3,10,1,5,2,7298,0,45,39,1
55,1,174533,13,6,8,5,5,1,0,0,72,0,0
40,7,50093,14,1,10,5,5,1,0,0,20,39,0
61,4,270056,9,1,1,2,2,1,0,0,40,24,0
58,6,131991,13,5,5,4,5,2,0,0,72,39,0
39,7,126336,9,1,10,2,5,2,0,0,40,39,0
45,6,341117,10,1,10,2,5,1,0,0,50,39,0
25,4,108505,9,5,6,2,5,2,0,0,45,39,0
69,0,106566,16,3,0,1,5,2,0,0,50,39,1
36,4,74791,13,3,12,6,5,2,0,0,60,0,0
34,4,24266,11,3,3,1,5,2,7688,0,40,39,1
45,4,267967,13,3,10,1,5,2,0,0,45,39,1
27,0,181284,8,3,0,1,3,2,0,0,45,39,0
28,4,102533,10,6,6,2,3,2,0,0,40,39,0
27,4,69757,10,5,1,2,5,1,0,0,60,39,0
41,7,210094,9,5,8,2,5,1,0,0,40,39,0
18,7,389147,9,5,12,2,3,1,0,0,30,39,0
44,4,210648,13,3,13,1,5,2,0,0,40,39,1
47,4,94809,11,3,4,6,5,1,0,0,45,39,1
36,2,298717,9,3,4,1,5,2,0,0,40,39,0
66,4,236879,1,7,9,3,5,1,0,0,40,13,0
33,4,170148,9,1,1,5,5,1,0,0,45,39,0
39,2,166497,9,1,6,2,5,2,0,0,40,39,1
30,4,247156,9,5,14,4,3,2,0,0,40,39,0
34,6,204052,9,3,3,1,5,2,0,0,40,39,1
62,6,122246,14,1,10,5,5,1,0,0,32,39,0
21,4,180339,10,5,1,2,5,1,0,0,45,39,0
50,5,155574,14,3,10,1,5,2,7298,0,50,39,1
30,4,114912,13,3,4,1,5,2,3103,0,60,39,1
43,4,193882,9,3,4,1,5,2,0,0,40,39,1
19,4,112269,10,5,8,3,5,1,0,0,40,39,0
26,1,171928,11,5,3,4,5,2,0,0,50,24,0
50,4,95435,4,3,14,1,5,2,0,1579,65,2,0
45,1,179638,14,1,4,2,5,2,0,0,40,39,1
46,5,125892,14,3,12,1,5,2,0,0,50,39,1
17,4,721712,6,5,8,4,5,2,0,0,15,39,0
56,4,197369,4,3,4,1,5,2,0,0,40,39,1
25,4,353795,10,3,1,6,3,1,3103,0,40,39,1
47,4,334679,14,6,7,5,2,1,0,0,42,19,0
23,4,235853,9,3,12,1,5,2,0,0,45,39,0
51,6,353281,9,6,8,5,5,1,0,0,20,39,0
19,4,203061,10,5,13,2,5,1,0,0,25,39,0
33,6,62932,9,3,3,1,5,2,0,0,40,39,0
32,4,118551,9,1,8,5,5,1,0,0,80,39,0
52,4,99184,9,1,14,2,5,2,0,0,40,39,0
36,4,189674,10,6,8,3,3,1,0,0,40,39,0
34,4,226883,9,1,3,2,5,2,0,0,40,39,0
26,0,109564,9,5,0,4,5,1,0,0,40,39,0
26,5,66872,8,3,12,1,4,2,0,0,98,6,0
35,2,268292,10,3,3,1,5,2,0,0,40,39,0
58,1,139290,13,3,1,1,5,2,0,0,40,39,1
32,4,206541,7,1,3,4,5,2,0,0,50,39,0
23,4,203139,10,5,8,3,5,1,0,0,40,39,0
28,6,294398,10,5,7,2,3,2,0,0,40,39,0
20,4,386864,6,5,8,3,5,2,0,0,35,26,0
17,4,369909,6,5,8,4,5,2,0,0,20,39,0
56,4,89922,9,3,14,1,5,2,3103,0,45,39,1
26,4,176008,9,1,1,4,5,1,0,0,40,39,0
43,7,241506,13,1,10,5,5,1,1506,0,36,39,0
45,6,174426,10,5,10,2,5,2,0,0,35,39,0
34,4,167497,10,3,4,6,5,1,7688,0,50,39,1
54,4,292673,2,3,8,1,5,2,0,0,35,26,0
51,2,134808,9,7,8,5,5,1,0,0,40,39,0
58,6,95763,10,3,5,1,5,2,0,0,60,39,0
49,4,83622,12,6,1,2,5,1,2597,0,40,39,0
21,4,222490,11,5,1,4,5,1,0,0,40,39,0
44,4,29115,10,5,8,2,5,1,0,0,40,39,0
26,4,66638,13,5,4,2,5,1,0,0,50,39,0
39,4,53926,13,3,10,1,5,2,0,0,40,39,0
19,0,43739,9,5,0,4,5,2,0,0,40,39,0
37,4,104359,10,3,6,1,5,2,0,0,40,39,0
49,4,124604,9,1,1,2,5,2,0,0,32,39,0
45,4,114797,9,6,7,5,3,1,0,0,40,39,0
60,1,67320,9,5,1,2,3,1,0,0,40,39,0
28,1,53147,13,5,4,2,3,2,0,0,40,39,0
23,4,13769,10,3,7,1,1,2,0,0,30,39,0
44,4,202872,13,5,10,2,5,1,0,0,45,39,0
19,7,149528,10,5,5,4,5,2,0,0,12,39,0
37,4,132879,9,3,4,1,5,2,0,0,40,39,1
41,6,112362,9,3,5,1,5,2,0,0,38,39,0
56,1,156229,13,3,4,1,5,2,7688,0,40,39,1
44,4,131650,12,3,4,1,5,2,0,0,54,39,1
30,4,154568,13,3,3,1,2,2,0,0,36,40,1
23,4,132300,13,5,12,2,5,1,0,0,40,39,0
44,4,124747,9,3,4,6,5,1,3103,0,40,39,1
38,4,276559,9,3,4,1,5,2,7688,0,70,39,1
32,4,106014,10,3,12,1,5,2,5178,0,50,39,1
57,6,135134,14,5,5,2,5,2,0,0,20,39,0
35,4,86648,15,3,10,1,5,2,7688,0,50,39,1
48,6,107231,13,3,4,1,5,2,99999,0,50,39,1
32,2,113838,10,3,11,1,5,2,0,0,99,39,0
76,1,25319,14,7,10,2,5,1,0,0,15,39,0
57,2,190561,9,1,6,2,3,1,0,0,30,39,0
58,0,150031,10,5,0,2,5,1,0,0,40,39,0
51,4,48343,14,3,4,1,5,2,7298,0,50,39,1
50,4,211116,6,3,8,1,3,2,0,0,40,39,0
38,4,226311,9,2,8,6,5,1,0,0,25,39,0
53,4,283743,9,3,14,1,5,2,0,2002,40,39,0
59,6,64102,4,3,3,1,5,2,0,0,20,39,0
23,4,234663,9,5,14,4,5,2,0,0,40,39,0
44,4,247880,11,1,4,2,5,2,8614,0,40,39,1
23,4,615367,13,5,12,2,5,1,0,0,40,39,0
23,4,163090,12,5,12,4,5,2,0,0,20,39,0
44,4,192225,13,3,4,1,5,2,0,0,40,39,1
30,4,370183,9,3,13,1,5,2,0,0,40,39,0
28,4,242482,9,3,12,1,5,2,0,0,40,39,0
46,4,169953,10,1,4,2,5,1,0,0,40,39,0
34,2,144182,1,5,1,4,3,1,0,0,25,39,0
38,4,125933,13,6,4,2,5,2,27828,0,45,39,1
26,4,203777,10,5,12,2,3,1,0,0,37,39,0
39,4,210991,9,3,3,1,5,2,0,0,40,39,0
28,4,472580,10,5,12,4,3,2,0,0,40,39,0
33,7,200289,14,3,10,1,2,2,0,0,19,19,0
43,4,289669,14,1,10,5,5,1,0,2547,40,39,1
30,4,110622,13,1,4,2,2,1,0,0,40,3,0
59,7,139616,14,3,4,1,5,2,0,0,50,39,1
26,4,39212,9,3,7,1,5,2,0,0,45,39,0
28,4,51961,10,5,13,4,3,2,0,0,24,39,0
48,6,117849,10,5,8,2,5,2,0,0,40,39,0
49,4,50748,13,7,10,5,5,1,1506,0,35,39,0
41,6,170214,9,3,6,1,5,2,0,2179,40,39,0
20,4,151790,10,5,1,4,5,1,0,0,30,39,0
49,4,168211,9,3,11,1,5,2,0,0,40,39,1
37,7,117651,13,5,10,3,5,2,0,0,40,39,0
18,4,157131,8,5,12,4,5,1,0,0,8,39,0
61,4,225970,9,3,13,1,5,2,0,0,40,39,1
26,4,177951,9,3,6,1,5,2,0,0,48,39,0
66,4,134130,13,7,8,2,5,2,0,0,12,39,0
68,4,191581,14,5,10,2,5,1,3273,0,40,39,0
27,2,199172,9,3,11,6,5,1,0,0,40,39,0
66,6,262552,10,3,5,1,5,2,0,0,7,39,0
28,4,66434,6,5,8,5,5,1,0,0,15,39,0
26,4,77661,13,5,10,2,5,1,0,0,40,39,0
25,0,230856,9,5,0,5,3,1,0,0,40,39,0
46,4,192835,10,3,14,1,5,2,0,0,48,39,0
62,0,181014,13,3,0,1,5,2,0,0,40,39,0
35,4,200445,9,5,7,4,5,2,0,1974,40,39,0
26,6,37918,9,5,5,4,5,2,0,0,60,39,0
40,4,111020,9,6,7,2,5,1,0,0,40,39,0
31,4,244665,10,5,4,2,5,2,0,0,45,16,0
52,4,312477,9,7,14,2,5,2,0,0,40,39,0
61,6,243493,9,3,8,1,3,2,0,0,12,39,0
39,7,152023,7,3,3,1,5,2,0,0,40,39,0
25,4,104193,9,5,8,4,5,1,114,0,40,39,0
47,4,170850,13,3,13,1,5,2,0,0,48,39,0
33,4,137088,13,3,7,1,4,2,0,0,40,7,0
17,4,340557,7,5,8,4,5,2,0,0,25,39,0
26,4,298225,9,3,1,1,5,2,0,0,45,39,0
25,4,114150,9,5,6,3,5,2,0,0,40,39,0
39,6,194668,9,3,4,1,5,2,0,0,16,39,0
33,4,188246,14,3,4,1,5,2,7298,0,45,39,1
46,1,330901,10,3,4,1,3,2,0,0,40,39,0
27,4,80165,10,6,1,5,5,1,0,0,20,39,0
48,4,83444,9,3,10,1,5,2,7298,0,40,39,1
29,6,85572,7,3,8,6,5,1,0,0,5,39,0
40,4,116632,13,5,12,4,5,2,0,0,40,39,0
24,4,139989,13,5,12,4,3,2,0,0,40,39,0
55,4,135803,13,3,4,1,4,2,0,1579,35,19,0
56,4,75785,9,3,4,1,5,2,0,0,40,39,1
25,4,248612,12,5,3,2,5,2,0,0,30,39,0
36,4,28572,10,3,3,1,5,2,0,0,50,39,0
26,6,31143,9,3,4,1,5,2,0,0,45,39,0
37,4,216924,9,3,6,1,5,2,0,0,44,39,1
36,4,549174,9,3,3,1,5,2,0,0,40,39,0
23,6,111296,7,5,3,4,5,2,0,0,50,26,0
25,4,208881,13,3,10,1,5,2,0,0,60,39,0
36,7,243666,9,1,1,4,3,1,0,0,40,39,0
37,6,327164,10,3,3,1,5,2,0,0,70,0,0
39,5,131288,12,3,12,1,5,2,5178,0,48,39,1
35,4,257416,11,5,3,4,3,2,0,0,40,39,0
33,4,215288,7,5,6,4,3,2,0,0,40,39,0
31,4,58582,10,5,3,2,5,2,0,0,46,39,0
49,4,199378,10,3,10,1,5,2,0,0,22,39,0
34,6,114185,13,1,14,2,5,2,0,0,50,0,0
40,4,137421,9,3,14,1,2,2,0,0,60,38,0
27,4,216481,10,7,1,5,5,1,0,0,40,39,0
50,6,196504,16,3,10,1,5,2,0,0,23,39,0
38,4,357870,8,5,7,2,3,1,0,0,50,39,0
55,7,256335,13,1,4,5,3,2,0,0,40,39,0
49,6,168191,4,3,8,1,5,2,0,0,70,22,0
40,4,215596,13,4,8,2,4,2,0,0,40,26,0
42,4,184682,11,1,13,2,5,1,0,0,30,39,0
51,4,171914,13,3,10,1,5,2,0,0,50,39,1
27,4,288229,13,5,1,4,2,1,0,0,50,25,0
30,7,144064,9,3,11,1,5,2,0,0,40,39,1
70,0,54849,16,3,0,1,5,2,0,0,20,39,1
40,4,141583,6,5,8,5,3,1,0,0,40,39,0
43,6,180985,13,6,3,5,5,2,0,0,35,39,0
24,4,148709,9,5,8,2,5,1,0,0,40,39,0
22,0,174626,4,5,0,4,5,2,0,0,40,39,0
38,4,184801,13,3,12,1,5,2,0,0,60,39,1
52,4,89054,9,3,3,1,5,2,0,0,40,39,0
32,4,147284,11,3,12,1,5,2,0,0,50,39,1
33,4,169973,11,6,11,2,5,1,0,0,40,39,0
21,4,222993,9,5,7,4,5,2,0,0,40,39,0
27,4,41099,10,5,12,2,5,2,0,0,50,39,0
31,4,33117,9,1,4,2,5,2,0,0,50,39,0
29,4,162551,14,3,10,6,2,1,0,0,40,17,1
49,4,122066,3,3,8,1,5,2,0,2603,40,12,0
61,0,42938,13,5,0,2,5,2,0,0,7,39,1
46,4,389843,13,3,12,1,5,2,0,0,50,11,1
37,4,138940,7,3,3,1,5,2,0,0,40,39,0
56,1,141877,13,3,1,1,5,2,0,0,40,39,1
37,4,172722,10,3,3,1,5,2,0,0,40,39,0
26,6,118523,9,3,1,1,5,2,0,0,40,39,0
31,4,227886,10,5,1,5,3,1,0,0,35,39,0
36,4,80743,9,3,8,6,2,1,0,0,40,35,0
52,4,199688,6,3,6,1,5,2,0,0,45,39,0
40,4,225823,10,1,3,2,5,2,0,0,60,39,0
21,4,176486,9,4,4,3,5,1,0,0,60,39,0
63,4,175777,6,6,7,2,3,2,0,0,40,39,0
30,4,295010,9,5,1,2,5,1,0,0,40,39,0
30,4,437825,13,3,12,1,5,2,0,0,20,29,0
50,4,270194,13,3,4,1,5,2,0,0,60,39,0
41,4,242089,14,3,4,1,5,2,0,0,45,39,0
39,5,117555,13,3,4,1,5,2,0,0,60,39,1
23,4,146499,9,6,7,5,5,1,0,0,48,39,0
52,4,222405,9,3,12,1,3,2,0,2377,40,39,0
17,0,216595,7,5,0,4,3,1,0,0,20,39,0
46,4,157991,11,1,13,5,3,1,0,625,40,39,0
26,4,373553,10,3,1,6,5,1,0,0,42,39,0
30,4,194827,10,3,3,1,5,2,0,1740,40,39,0
23,4,60331,10,1,4,2,5,2,0,0,50,39,0
21,7,96483,10,5,1,4,2,1,0,0,12,39,0
39,4,211154,9,3,14,1,5,2,0,0,55,39,0
37,2,247750,11,3,11,1,3,2,0,0,40,39,0
40,6,204235,14,3,4,1,5,2,99999,0,50,39,1
38,4,197113,10,1,1,5,3,1,0,0,20,39,0
47,4,178341,13,3,12,1,5,2,4064,0,60,39,0
20,4,293297,10,5,8,4,5,2,0,0,35,39,0
35,4,35330,9,3,3,1,5,2,0,0,40,39,0
62,7,202056,13,1,10,2,5,2,14084,0,40,39,1
32,4,61898,7,1,8,5,5,1,0,0,15,39,0
42,5,1097453,13,3,12,1,5,2,0,0,60,39,1
32,4,176992,6,5,3,5,5,2,0,0,40,39,0
27,4,295289,10,5,8,4,3,1,0,0,30,39,0
53,5,298215,13,3,12,1,5,2,0,0,45,39,1
28,6,209934,3,3,6,1,5,2,0,0,25,26,0
26,4,164938,9,3,12,1,5,2,0,0,40,39,0
47,4,423222,15,3,4,1,5,2,0,0,45,39,1
23,4,124259,10,5,11,4,3,1,0,0,40,39,0
70,5,232871,10,3,4,1,5,2,0,0,30,39,0
41,7,73199,13,3,4,1,2,2,0,0,40,39,0
43,7,27661,14,5,10,2,5,2,0,0,45,39,0
65,4,461715,9,1,12,5,5,1,0,0,25,0,0
40,6,89413,9,3,3,1,5,2,0,1672,40,39,0
64,6,31826,9,3,4,1,5,2,0,0,45,39,1
40,4,279679,10,1,4,2,5,2,0,0,45,39,0
43,4,221172,13,1,4,2,5,2,0,0,35,39,0
50,1,222020,9,3,1,1,5,2,0,0,48,39,0
19,0,181265,10,5,0,4,5,1,0,0,30,39,0
32,6,261056,13,5,10,4,3,1,2174,0,60,0,0
32,4,204792,7,3,5,1,5,2,0,0,40,39,0
42,4,384508,7,1,12,5,5,2,1506,0,50,26,0
41,4,288568,9,3,3,1,5,2,0,0,40,39,1
30,4,182714,10,5,4,2,5,1,0,0,40,9,0
20,4,471452,10,5,8,4,5,2,0,0,30,39,0
45,7,264052,9,3,3,1,5,2,0,0,40,39,0
42,4,146659,16,3,10,1,5,2,0,1902,50,39,1
24,4,203027,12,5,7,4,5,2,0,0,40,39,0
43,4,218309,13,1,12,2,5,1,0,0,50,39,0
28,4,133625,9,3,14,1,3,2,0,0,40,39,0
35,4,45937,9,5,7,2,5,1,0,0,40,39,0
36,0,389850,9,4,0,5,3,2,0,0,50,39,0
38,1,201617,9,5,1,5,5,1,0,0,40,39,0
32,2,114733,13,1,10,5,5,1,0,0,35,39,0
50,7,97778,9,3,11,1,5,2,0,0,40,39,0
34,4,149507,9,3,3,1,5,2,0,0,55,39,1
35,4,82622,9,5,8,4,5,2,0,0,40,39,0
30,4,48014,14,5,1,2,5,1,0,0,40,10,0
61,7,162678,3,3,14,1,5,2,0,0,40,39,0
27,4,213842,13,5,1,4,5,2,0,0,38,39,0
61,4,221447,9,5,7,2,3,1,0,0,40,39,0
18,4,426836,3,5,6,3,5,2,0,0,40,26,0
31,2,206609,9,3,11,1,5,2,0,0,40,39,1
31,4,50276,13,1,10,2,5,2,0,0,60,39,0
20,4,180497,9,5,8,2,3,1,0,0,40,39,0
35,4,220585,8,3,14,1,5,2,0,0,40,39,0
51,4,202752,9,5,3,2,3,2,0,0,40,39,0
43,4,75993,10,3,12,1,5,2,7688,0,40,39,1
18,4,170544,7,5,6,4,5,2,0,0,20,39,0
55,4,115439,15,3,4,1,5,2,99999,0,40,39,1
59,4,24384,9,7,9,2,5,1,0,0,40,39,0
21,4,209067,9,5,8,4,5,1,0,0,40,39,0
22,4,65225,6,5,8,4,5,1,0,0,40,39,0
60,1,27466,10,7,4,2,5,1,0,0,40,9,0
49,1,179869,9,3,3,1,5,2,0,0,40,39,1
21,4,442131,9,5,6,4,5,1,0,0,40,39,0
61,4,243283,9,3,7,1,5,2,0,0,40,39,0
64,4,316627,3,1,3,2,5,2,0,0,40,39,0
63,4,208862,9,5,3,2,5,2,0,0,40,39,0
27,1,38645,13,5,4,2,5,1,0,0,40,39,0
23,4,141272,13,5,8,4,3,1,0,0,30,39,0
41,7,29324,9,1,4,5,5,1,0,0,45,39,0
18,0,348588,8,5,0,4,3,2,0,0,25,39,0
40,4,124747,9,3,3,6,5,1,7298,0,40,39,1
55,6,477867,13,3,4,1,5,2,0,0,40,39,1
17,4,218361,6,5,8,4,5,1,0,1602,12,39,0
34,6,156809,10,5,3,2,5,2,0,1504,60,39,0
24,4,267945,13,5,1,4,5,1,0,0,40,39,0
30,4,35724,15,3,10,6,5,1,0,0,45,39,1
29,4,187188,14,5,4,2,2,2,0,0,60,39,0
52,4,155983,13,3,4,1,5,2,0,0,40,39,1
57,1,414994,10,3,4,1,5,2,0,0,40,39,1
38,4,103474,13,5,13,2,5,1,0,0,45,39,0
43,4,211128,14,1,4,2,5,1,0,0,50,39,1
61,4,203445,10,7,1,3,5,1,0,0,40,39,0
38,4,38312,13,3,4,1,5,2,15024,0,65,39,1
51,4,178241,9,3,7,1,3,2,0,0,40,39,1
40,4,260761,13,3,1,1,5,2,0,0,40,26,0
41,2,36924,10,3,1,1,5,2,0,0,40,39,1
19,4,292590,10,5,8,4,5,1,0,0,20,39,0
28,4,461929,4,3,5,1,5,2,0,0,40,26,0
59,4,189664,10,3,12,1,5,2,0,0,40,39,0
32,7,190577,13,5,10,4,5,1,0,0,40,39,0
31,4,344200,9,3,4,1,5,2,0,0,40,39,1
30,4,337494,12,5,7,2,5,2,0,0,48,39,0
54,6,52634,10,3,12,1,5,2,0,0,40,39,0
33,4,194901,11,6,3,2,5,2,0,2444,42,39,1
20,4,170091,10,5,1,4,5,1,0,0,10,39,0
27,0,189399,10,1,0,2,5,1,0,0,40,39,0
32,6,205072,9,3,14,1,5,2,0,0,48,39,0
35,4,310290,9,3,14,6,3,1,0,0,40,39,0
27,4,134048,7,5,3,2,5,2,0,0,45,39,0
40,4,91959,13,3,10,1,5,2,0,0,46,39,1
34,4,153942,11,3,12,1,5,2,0,0,40,39,0
34,2,234096,12,3,10,1,5,2,0,0,40,39,1
38,4,185330,10,5,3,4,5,1,0,0,25,39,0
28,4,163772,9,3,8,1,4,2,0,0,40,39,0
65,4,83800,10,3,6,1,5,2,0,0,27,39,0
61,4,139391,10,5,13,4,5,2,0,0,16,39,0
18,4,478380,7,5,12,4,5,1,0,0,25,39,0
35,5,186845,13,3,12,4,5,2,5178,0,50,39,1
45,4,262802,13,1,4,5,5,1,0,0,40,39,0
68,0,152157,9,7,0,2,5,1,0,0,20,39,0
25,4,114483,10,3,4,1,5,2,0,0,50,39,0
48,4,118023,15,1,12,2,5,2,0,0,13,39,0
19,4,220101,10,5,1,2,5,1,0,0,40,39,0
43,4,219424,13,5,4,2,3,1,0,0,50,39,1
54,4,186117,13,3,3,1,5,2,0,0,45,39,1
47,6,479611,13,1,12,2,5,2,0,0,50,39,0
25,4,80312,11,5,1,2,5,1,4865,0,40,39,0
30,4,108386,12,3,3,1,5,2,0,0,40,39,0
67,0,125926,10,3,0,1,5,2,0,0,8,39,0
35,4,177102,9,1,6,5,5,1,0,0,40,39,0
26,4,190762,10,3,12,1,5,2,0,0,18,39,0
61,4,180632,9,3,12,1,5,2,0,0,40,39,0
54,4,88019,9,1,8,5,5,2,0,0,32,39,0
50,4,135339,8,3,12,1,2,2,0,0,40,1,1
32,4,100662,5,6,7,5,5,1,0,0,40,4,0
34,4,183557,9,1,7,2,5,1,0,0,25,39,0
36,4,160035,9,5,8,2,5,2,0,0,40,39,0
50,4,306790,10,3,3,1,5,2,0,0,40,39,1
28,4,269246,7,3,5,1,5,2,0,0,40,39,0
22,4,308334,9,5,8,4,5,1,0,0,19,39,0
58,4,215190,7,3,8,1,5,2,0,0,20,39,0
27,4,419146,3,5,8,2,5,2,0,0,75,26,0
62,4,176839,13,3,13,1,5,2,0,0,38,39,0
36,5,184456,13,5,13,2,5,2,27828,0,55,39,1
21,2,309348,10,5,1,2,5,1,594,0,4,39,0
41,4,56795,14,3,10,6,5,1,0,0,45,9,0
28,4,201861,10,3,7,1,5,2,0,0,45,39,0
33,4,179509,13,3,6,1,5,2,0,0,40,39,0
54,4,291755,13,3,4,1,5,2,0,0,45,39,1
19,4,243941,10,5,12,4,1,1,0,1721,25,39,0
76,6,117169,4,5,5,2,5,2,0,0,30,39,0
25,0,100903,13,3,0,6,5,1,0,0,25,39,0
34,4,159322,13,3,4,1,5,2,0,0,50,39,1
40,4,262872,13,5,1,2,5,1,0,0,40,39,0
22,4,187052,7,5,12,5,5,1,0,0,30,39,0
17,4,277583,7,5,6,4,5,2,0,0,15,39,0
55,4,169071,10,1,8,2,5,1,0,0,20,39,0
51,2,96190,10,3,1,6,5,1,0,0,40,39,0
26,4,61603,3,3,6,1,4,2,0,0,40,26,0
44,4,43711,13,5,8,2,5,2,0,0,48,39,0
65,0,197883,6,3,0,1,5,2,0,0,70,39,0
54,4,99434,9,3,4,1,5,2,0,0,40,39,1
34,6,177639,12,5,3,2,5,2,0,0,40,39,0
42,4,201723,9,1,1,5,5,2,0,0,40,39,0
26,4,222248,9,5,3,2,5,2,0,0,70,39,0
39,4,86143,3,3,8,1,2,2,0,0,40,30,0
46,0,228620,7,7,0,5,3,1,0,0,40,39,0
34,4,346034,13,5,8,2,5,2,0,0,40,8,0
59,4,87510,9,1,3,2,5,2,0,0,40,39,0
20,4,37932,9,5,8,4,5,2,0,0,50,39,0
34,4,185063,10,3,7,1,5,2,0,0,45,39,1
62,0,125493,9,3,0,6,5,1,5178,0,40,34,1
51,4,159755,9,3,3,1,5,2,0,0,20,39,0
34,4,108837,10,3,6,1,5,2,0,0,40,39,1
47,4,110669,13,6,10,5,5,1,0,0,50,39,0
21,0,220115,10,5,0,4,5,2,0,0,20,39,0
30,6,45427,11,1,3,2,5,2,0,0,49,39,0
38,4,154669,9,6,12,2,5,2,0,0,60,39,0
45,4,261278,13,3,10,6,2,1,5178,0,40,30,1
23,4,71864,10,5,4,2,5,1,0,0,35,39,0
34,4,173495,10,3,3,1,5,2,0,0,48,39,1
22,4,254293,8,5,6,2,5,2,0,0,40,39,0
